id,observed_on,latitude,longitude,scientific_name
4614582,2016-11-20,37.782045,-122.1553278333,Amanita phalloides
4614584,2016-11-20,37.7916633333,-122.1653361667,Amanita phalloides
4614585,2016-11-20,37.789925,-122.1639333333,Amanita phalloides
4614591,2016-11-20,37.7898984589,-122.1637248249,Amanita phalloides
4614608,2016-11-20,37.7813833333,-122.1528028333,Amanita phalloides
4614611,2016-11-20,37.7819666667,-122.153,Amanita phalloides
4614715,2016-11-20,37.7851333333,-122.1583721667,Amanita phalloides
4615094,2016-11-18,37.78188,-122.1524055,Amanita phalloides
4615103,2016-11-18,37.7814633333,-122.1518638333,Amanita phalloides
4615111,2016-11-18,37.7803916667,-122.1496805,Amanita phalloides
4615116,2016-11-18,37.7798416667,-122.1490555,Amanita phalloides
4615124,2016-11-18,37.779505,-122.1488333333,Amanita phalloides
4615136,2016-11-18,37.7769083333,-122.1450416667,Amanita phalloides
4616956,2016-11-22,37.0243718583,-121.744707797,Amanita phalloides
4619966,2016-11-21,37.3143375379,-122.0613611844,Amanita phalloides
4622880,2016-11-23,38.0622111667,-122.588395,Amanita phalloides
4622905,2016-11-23,38.051384,-122.572822,Amanita phalloides
4623788,2016-11-23,37.9255833333,-122.1724466667,Amanita phalloides
4627340,2016-11-23,37.9238818426,-122.1719741786,Amanita phalloides
4627347,2016-11-23,37.47815,-122.2864694444,Amanita phalloides
4631145,2016-11-24,37.2320163737,-122.0688086211,Amanita phalloides
4631220,2016-11-24,37.2373625834,-122.0694066703,Amanita phalloides
4631237,2016-11-23,36.9882108691,-122.0677216073,Amanita phalloides
4631264,2016-11-24,37.2380222174,-122.0693871421,Amanita phalloides
4631313,2016-11-24,37.2367090023,-122.0699348087,Amanita phalloides
4631543,2016-11-24,37.0874058281,-122.0664360524,Amanita phalloides
4631597,2016-11-24,37.2389388972,-122.0725074827,Amanita phalloides
4631914,2016-11-19,37.5504616667,-122.3850166667,Amanita phalloides
4632906,2016-11-23,37.9256883333,-122.1725083333,Amanita phalloides
4632978,2016-11-24,37.0072972167,-121.90142,Amanita phalloides
4632986,2016-11-24,37.0073138833,-121.90142,Amanita phalloides
4633116,2016-11-24,36.9948752295,-122.0487070084,Amanita phalloides
4636470,2016-11-25,37.0257930179,-121.7422478647,Amanita phalloides
4638217,2016-11-25,38.266438471,-122.241949439,Amanita phalloides
4638271,2016-11-25,36.7944633333,-121.680725,Amanita phalloides
4638421,2016-11-25,37.4391485425,-122.3626202625,Amanita phalloides
4638433,2016-11-25,37.4395148317,-122.3617652246,Amanita phalloides
4638457,2016-11-25,37.4371493748,-122.364353221,Amanita phalloides
4642941,2016-11-26,37.6538120107,-122.0269296713,Amanita phalloides
4643656,2016-11-25,38.6109409477,-122.7829027176,Amanita phalloides
4643803,2016-11-25,35.362550896,-120.6593904677,Amanita phalloides
4643858,2016-11-26,37.83961267,-122.18916715,Amanita phalloides
4643888,2016-11-26,37.83729617,-122.18285713,Amanita phalloides
4647794,2016-11-27,37.8121033333,-122.172295,Amanita phalloides
4651914,2016-11-27,38.0556156021,-122.8101330065,Amanita phalloides
4652166,2016-11-27,38.4103883333,-122.4938666667,Amanita phalloides
4652210,2016-11-27,38.400575,-122.5080033333,Amanita phalloides
4652776,2016-11-27,37.8117156811,-122.1725034709,Amanita phalloides
4653439,2016-11-27,37.8157722222,-122.1832861111,Amanita phalloides
4654511,2016-11-24,37.0073666667,-121.9014966667,Amanita phalloides
4656336,2016-11-28,37.1538195,-122.1226971667,Amanita phalloides
4657962,2016-11-25,36.8013533333,-121.682495,Amanita phalloides
4658453,2016-11-28,36.9767033333,-119.7329116667,Amanita phalloides
4664461,2016-11-20,37.0168138889,-122.0377194444,Amanita phalloides
4664566,2016-11-28,37.0490888889,-122.1381,Amanita phalloides
4664569,2016-11-28,37.0500222222,-122.1383888889,Amanita phalloides
4664572,2016-11-29,37.081775,-122.0616222222,Amanita phalloides
4664574,2016-11-29,37.0817527778,-122.0615472222,Amanita phalloides
4664734,2016-11-29,37.0421,-122.0492638889,Amanita phalloides
4665585,2016-11-29,37.86195,-122.21537,Amanita phalloides
4665589,2016-11-29,37.8618666667,-122.215325,Amanita phalloides
4665651,2016-11-29,37.8545,-122.205025,Amanita phalloides
4670839,2016-11-30,37.0761028333,-122.0629971667,Amanita phalloides
4670841,2016-11-30,37.0758445,-122.0629416667,Amanita phalloides
4672843,2016-12-01,38.4018275046,-122.6930773674,Amanita phalloides
4673970,2016-12-01,37.2943033333,-122.0744778333,Amanita phalloides
4674127,2016-11-26,38.3818092346,-122.7063827515,Amanita phalloides
4674932,2016-12-01,36.8013633333,-121.6829,Amanita phalloides
4677367,2010-01-01,37.3434,-122.1605,Amanita phalloides
4679791,2016-12-02,37.8323137,-122.18064844,Amanita phalloides
4681508,2016-12-02,36.97235,-122.0651945,Amanita phalloides
4681511,2016-12-02,36.9736033333,-122.0658805,Amanita phalloides
4681512,2016-12-02,36.974675,-122.0659721667,Amanita phalloides
4684519,2016-12-03,37.57670709,-122.47685077,Amanita phalloides
4684522,2016-12-03,37.5774044459,-122.4769881246,Amanita phalloides
4685663,2016-12-03,37.57792436,-122.47490038,Amanita phalloides
4685665,2016-12-03,37.57796321,-122.4748881,Amanita phalloides
4685858,2016-12-03,37.57798254,-122.47483321,Amanita phalloides
4695733,2016-12-03,37.5738442177,-122.4773119391,Amanita phalloides
4695859,2016-12-03,37.5784984371,-122.4752354902,Amanita phalloides
4695889,2016-12-03,37.5779292221,-122.4746428897,Amanita phalloides
4696110,2016-12-03,37.5780866667,-122.474905,Amanita phalloides
4709549,2016-12-03,37.181843,-121.998667,Amanita phalloides
4712955,2016-12-04,37.3892208562,-122.2992998456,Amanita phalloides
4716769,2016-12-04,36.9998108433,-122.0466041774,Amanita phalloides
4716851,2016-12-04,37.0048777833,-122.0473638333,Amanita phalloides
4716875,2016-12-04,37.00529445,-122.046425,Amanita phalloides
4716917,2016-12-04,36.9952283333,-122.0511778333,Amanita phalloides
4716941,2016-12-04,36.9935916667,-122.0501945,Amanita phalloides
4717131,2016-11-24,38.0277620891,-122.1680724506,Amanita phalloides
4721375,2016-12-05,36.992745,-122.0639888333,Amanita phalloides
4725340,2016-12-05,37.507060105,-122.2768241075,Amanita phalloides
4726356,2016-12-05,37.8304416667,-122.1763166667,Amanita phalloides
4726360,2016-12-05,37.8290416667,-122.1749283333,Amanita phalloides
4726428,2016-12-06,37.43505053,-122.28867857,Amanita phalloides
4726835,2016-12-06,36.650336703,-121.7954915521,Amanita phalloides
4726847,2016-12-06,36.95945081,-121.77232276,Amanita phalloides
4727638,2016-12-06,37.962155,-122.6018616667,Amanita phalloides
4727732,2016-12-06,38.1323305,-122.6051466667,Amanita phalloides
4728460,2016-12-06,36.8862506999,-121.8847884505,Amanita phalloides
4728622,2016-12-06,38.1324471667,-122.6051466667,Amanita phalloides
4731978,2016-12-05,37.828975,-122.1735533333,Amanita phalloides
4731979,2016-12-05,37.8288466667,-122.1733333333,Amanita phalloides
4732133,2016-12-05,37.8289033333,-122.17315,Amanita phalloides
4732243,2016-12-05,37.7709283333,-122.1481028333,Amanita phalloides
4732245,2016-12-05,37.7709283333,-122.1481028333,Amanita phalloides
4732266,2016-12-05,37.7914416667,-122.1681366667,Amanita phalloides
4732601,2016-11-25,37.3576972222,-122.2451944444,Amanita phalloides
4732664,2016-12-06,37.2586833333,-121.792795,Amanita phalloides
4733392,2016-12-07,37.9807208303,-122.0860805848,Amanita phalloides
4733820,2016-12-04,36.87616,-121.62792,Amanita phalloides
4733832,2016-12-04,36.87622,-121.62834,Amanita phalloides
4739629,2016-12-08,36.6175383333,-121.9355383333,Amanita phalloides
4742498,2016-12-09,36.9743831251,-122.063212597,Amanita phalloides
4742503,2016-12-09,36.9748035527,-122.0588317168,Amanita phalloides
4743714,2016-12-09,37.02854977,-122.04274303,Amanita phalloides
4744413,2016-12-09,37.085117572,-122.0619166364,Amanita phalloides
4745021,2016-12-09,37.5792740146,-122.4751414453,Amanita phalloides
4745271,2016-12-09,37.0864511328,-122.0641927422,Amanita phalloides
4745390,2016-12-08,37.0690695,-122.0322945,Amanita phalloides
4746851,2016-12-09,37.02891319,-122.04231781,Amanita phalloides
4747054,2016-12-09,38.4036678868,-122.8487092071,Amanita phalloides
4747354,2016-12-09,37.0187083333,-122.0435416667,Amanita phalloides
4748079,2014-12-08,37.81235,-122.1885,Amanita phalloides
4748288,2016-12-09,37.21292875,-121.9862670833,Amanita phalloides
4748679,2016-12-09,37.992175,-122.21302,Amanita phalloides
4748694,2016-12-09,37.9920883333,-122.213775,Amanita phalloides
4748705,2016-12-09,37.9921616667,-122.213805,Amanita phalloides
4748724,2016-12-09,37.9910583333,-122.2102366667,Amanita phalloides
4748733,2016-12-09,37.9907383333,-122.2105716667,Amanita phalloides
4751763,2016-12-09,37.0884328495,-122.0637323857,Amanita phalloides
4753441,2016-12-10,37.1807,-121.9979,Amanita phalloides
4753758,2016-12-10,37.178409,-121.999037,Amanita phalloides
4753759,2016-12-10,37.178358,-121.999059,Amanita phalloides
4754245,2016-12-01,36.801278,-121.682813,Amanita phalloides
4754496,2016-12-10,38.5021966667,-122.9969033333,Amanita phalloides
4754669,2016-12-10,38.7249891088,-121.3994815854,Amanita phalloides
4759526,2016-12-11,37.64206265,-122.03896241,Amanita phalloides
4760042,2016-12-11,37.0249555,-122.09175,Amanita phalloides
4760375,2016-12-11,38.1520316704,-122.576566497,Amanita phalloides
4760688,2016-12-11,37.8308355064,-122.2485976295,Amanita phalloides
4761057,2016-12-11,38.7149954557,-121.4057112655,Amanita phalloides
4761075,2016-12-11,38.7155173666,-121.4046401847,Amanita phalloides
4761100,2016-11-28,36.980066419,-119.7290902777,Amanita phalloides
4761668,2016-12-11,38.401845,-122.6944116667,Amanita phalloides alba
4761670,2016-12-11,38.401845,-122.6944116667,Amanita phalloides
4762842,2016-12-12,37.6786934,-122.4060983,Amanita phalloides
4763152,2016-12-11,38.1008221667,-122.87275,Amanita phalloides
4763154,2016-12-11,38.0994861667,-122.8744883333,Amanita phalloides
4763173,2016-12-07,36.9996388889,-122.0403972222,Amanita phalloides
4764238,2016-12-11,37.8695686444,-122.2462248802,Amanita phalloides
4764855,2016-12-12,37.9503059675,-122.1356506367,Amanita phalloides
4767659,2016-12-13,36.9663665397,-122.0544081276,Amanita phalloides
4769461,2016-12-13,37.8448594174,-122.2277970038,Amanita phalloides
4770474,2016-12-13,36.989795,-122.065675,Amanita phalloides
4770959,2016-12-13,38.6480787248,-121.161887571,Amanita phalloides
4772688,2016-12-13,37.2905716667,-122.0934138333,Amanita phalloides
4775815,2016-12-14,37.0113333333,-121.9336,Amanita phalloides
4777527,2016-12-01,37.2903404983,-122.0934033394,Amanita phalloides
4777568,2016-11-30,35.2157843168,-120.6041080698,Amanita phalloides
4778437,2016-12-01,37.2912623376,-122.0844554901,Amanita phalloides
4778615,2016-12-15,34.0565591349,-118.5668510266,Amanita phalloides
4783636,2016-12-16,38.1134605654,-122.5900317547,Amanita phalloides
4784120,2016-12-16,38.3315651631,-122.6953169425,Amanita phalloides
4784335,2016-12-16,37.1293843221,-122.2196261462,Amanita phalloides
4785778,2016-12-16,37.0112222167,-121.933625,Amanita phalloides
4786764,2016-12-11,35.3342342135,-120.7687435948,Amanita phalloides
4786774,2016-12-11,35.3467863277,-120.7928720604,Amanita phalloides
4786951,2016-12-14,35.2958557083,-120.6288435029,Amanita phalloides
4788939,2016-12-17,37.3132783333,-122.0629055,Amanita phalloides
4789189,2016-12-17,37.8249719571,-122.1806716919,Amanita phalloides
4792614,2016-12-18,37.8710761916,-122.247474789,Amanita phalloides
4792966,2016-12-18,37.6085055556,-122.0174944444,Amanita phalloides
4793859,2016-12-17,37.3149533333,-122.060425,Amanita phalloides
4795890,2016-12-19,37.41192,-122.2241366667,Amanita phalloides
4797398,2016-12-19,37.4083819246,-122.2307591289,Amanita phalloides
4799979,2016-12-18,37.6095569728,-122.0166492462,Amanita phalloides
4799983,2016-12-18,37.60905,-122.0171055556,Amanita phalloides
4816263,2016-12-12,37.2858047222,-122.054924,Amanita phalloides
4817309,2016-12-20,38.1339138333,-122.5715633333,Amanita phalloides
4826788,2016-12-20,38.1344555,-122.572145,Amanita phalloides
4829242,2016-12-21,36.9999,-122.0010916667,Amanita phalloides
4832235,2016-12-22,37.971795,-122.589195,Amanita phalloides
4833669,2016-12-22,36.9171905518,-121.8470611572,Amanita phalloides
4841373,2016-12-22,37.822875,-122.2597366667,Amanita phalloides
4841438,2016-12-23,38.00409445,-122.7516466667,Amanita phalloides
4841481,2016-12-24,37.8407666667,-122.1889033333,Amanita phalloides
4841501,2016-12-24,37.8441616667,-122.18508,Amanita phalloides
4841503,2016-12-24,37.84312,-122.1853866667,Amanita phalloides
4844182,2016-12-22,37.9317361111,-122.6815861111,Amanita phalloides
4845301,2016-12-25,35.0857080656,-120.6448332127,Amanita phalloides
4846413,2016-12-25,36.6563333131,-121.7639489392,Amanita phalloides
4857702,2016-12-27,37.0304059615,-122.0462966539,Amanita phalloides
4861084,2016-12-24,37.2346840008,-122.0627089777,Amanita phalloides
4862635,2016-12-28,37.4388249492,-122.1710568096,Amanita phalloides
4868279,2016-12-26,37.63388,-122.0183861667,Amanita phalloides
4868283,2016-12-26,37.6337583333,-122.0181583333,Amanita phalloides
4870702,2016-12-06,38.084,-122.871,Amanita phalloides
4872771,2016-12-23,37.8677222805,-122.432598844,Amanita phalloides
4878326,2017-01-01,36.87269694,-121.62735733,Amanita phalloides
4885972,2017-01-02,35.2688859962,-120.6585362135,Amanita phalloides
4886965,2017-01-02,37.6387777778,-121.9238666667,Amanita phalloides
4889156,2016-12-25,38.132072,-122.891082,Amanita phalloides
4903318,2017-01-05,36.9982216667,-122.0571221667,Amanita phalloides
4907895,2017-01-04,36.9819966667,-121.8676833333,Amanita phalloides
4910006,2017-01-07,37.8903541565,-122.2378463745,Amanita phalloides
4920916,2016-12-31,36.6034494956,-121.6933570692,Amanita phalloides
4920979,2016-12-31,36.6047163253,-121.6930138362,Amanita phalloides
4928745,2017-01-07,37.82082,-122.2471166667,Amanita phalloides
4966813,2017-01-08,35.2905814756,-120.7197863591,Amanita phalloides
5032525,2017-01-30,36.6493473089,-121.7977978232,Amanita phalloides
5047412,2017-02-02,35.3680152241,-120.8676893283,Amanita phalloides
5048738,2017-02-02,35.302575,-120.815125,Amanita phalloides
5110511,2016-12-10,38.4061888889,-122.8507472222,Amanita phalloides
5238114,2016-11-27,37.8938211648,-122.0072937012,Amanita phalloides
5279880,2010-01-30,35.5555127,-121.095131,Amanita phalloides
5447368,2016-12-27,37.865633155,-122.4339459836,Amanita phalloides
5536377,2014-11-29,37.892767,-122.242451,Amanita phalloides
6134581,2017-05-07,36.58560948,-121.8211741,Amanita phalloides
7000000,2014-11-26,40.0387,-121.221,Amanita phalloides
7723050,2017-08-30,37.91733,-122.25692,Amanita phalloides
7955580,2017-09-14,38.0845769549,-122.8715980053,Amanita phalloides
8432705,2017-10-08,37.8714033333,-122.2564083333,Amanita phalloides
8474920,2017-10-15,37.9469916667,-122.1046527778,Amanita phalloides
8475558,2017-10-15,37.869085273,-122.2571290033,Amanita phalloides
8535550,2017-10-24,37.372003044,-122.077970747,Amanita phalloides
8594364,2017-10-28,37.44073,-122.1477805,Amanita phalloides
8629832,2017-10-30,37.8711826979,-122.2563150854,Amanita phalloides
8681741,2017-11-04,45.6335576,-122.6144173,Amanita phalloides
8684998,2017-11-04,37.4398883333,-122.1482778333,Amanita phalloides
8712484,2017-11-06,45.6536395031,-122.6529550552,Amanita phalloides
8740789,2017-11-09,37.7333253991,-122.2435625034,Amanita phalloides
8752089,2017-11-09,37.3691515206,-122.0783386287,Amanita phalloides
8752215,2017-11-09,37.3720200593,-122.0780106449,Amanita phalloides
8768283,2017-11-11,42.1910057068,-122.6883392334,Amanita phalloides
8768776,2017-11-11,42.187953949,-122.7170562744,Amanita phalloides
8823573,2017-11-15,34.0295075829,-118.4064880063,Amanita phalloides
8870991,2017-11-19,37.2345145187,-122.0614723117,Amanita phalloides
8871004,2017-11-19,37.2342649894,-122.0613331721,Amanita phalloides
8901341,2012-11-26,37.9146243,-122.2651493,Amanita phalloides
8918486,2017-11-23,37.8668216667,-122.1948616667,Amanita phalloides
8918520,2017-11-23,37.8671083333,-122.1951366667,Amanita phalloides
8922679,2017-11-24,37.2343441984,-122.0610615985,Amanita phalloides
8980521,2017-11-29,37.7688039,-122.4663604,Amanita phalloides
9027693,2017-12-02,37.7904366667,-122.1660471667,Amanita phalloides
9047881,2017-12-04,37.8718235577,-122.2564113234,Amanita phalloides
9060571,2017-12-05,39.7504408169,-121.8009416386,Amanita phalloides
9102083,2017-12-03,38.0459281194,-122.8408813477,Amanita phalloides
9165120,2017-12-15,36.9635166667,-121.8747633333,Amanita phalloides
9182371,2017-11-13,38.05085,-122.6725,Amanita phalloides
9186351,2012-11-13,47.65975,-122.291,Amanita phalloides
9188867,2014-10-14,47.7139,-122.347,Amanita phalloides
9189009,2014-10-20,47.7139,-122.347,Amanita phalloides
9189045,2014-10-21,47.7139,-122.347,Amanita phalloides
9189141,2014-10-26,47.7139,-122.347,Amanita phalloides
9189150,2014-10-27,47.7139,-122.347,Amanita phalloides
9189153,2014-10-27,47.65975,-122.291,Amanita phalloides
9189174,2014-10-31,47.7139,-122.347,Amanita phalloides
9189693,2015-09-08,47.65975,-122.291,Amanita phalloides
9189738,2015-09-08,47.65745,-122.29,Amanita phalloides
9189876,2015-09-28,47.65975,-122.291,Amanita phalloides
9190292,2016-11-08,47.67535,-122.3365,Amanita phalloides
9211829,2017-12-17,38.0477916667,-122.8040083333,Amanita phalloides
9211854,2017-12-17,38.0426638333,-122.7849583333,Amanita phalloides
9274098,2017-12-26,36.9636333333,-122.0847555556,Amanita phalloides
9274099,2017-12-26,36.9636527778,-122.0847638889,Amanita phalloides
9274100,2017-12-26,36.9636527778,-122.0847777778,Amanita phalloides
9284624,2017-11-23,38.6942432821,-122.825977821,Amanita phalloides
9298746,2017-12-29,37.935475,-122.55127,Amanita phalloides
9322536,2017-12-26,37.7889995417,-122.1359442641,Amanita phalloides
9325385,2017-12-31,37.985845,-122.5518116667,Amanita phalloides
9332712,2017-12-31,38.684019029,-121.1698544025,Amanita phalloides
9334213,2017-12-22,38.4127776359,-122.6908922195,Amanita phalloides
9359319,2018-01-03,38.4062883333,-122.8505866667,Amanita phalloides
9373744,2018-01-04,38.9693730092,-121.1793229358,Amanita phalloides
9375805,2018-01-05,38.1109004561,-122.8737783899,Amanita phalloides
9379655,2018-01-05,36.9228272065,-121.8387758732,Amanita phalloides
9385998,2018-01-06,36.9467722904,-121.8122227584,Amanita phalloides
9397009,2018-01-07,37.57792553,-122.47464507,Amanita phalloides
9401302,2018-01-06,36.481705,-121.852653,Amanita phalloides
9408133,2018-01-05,37.3244583333,-122.1826166667,Amanita phalloides
9418063,2018-01-07,37.0588247222,-122.0955647778,Amanita phalloides
9425407,2018-01-09,38.0883945,-122.8376916667,Amanita phalloides
9427761,2018-01-09,37.0454778333,-122.0498971667,Amanita phalloides
9430071,2018-01-04,38.4058383333,-122.8504033333,Amanita phalloides
9431064,2018-01-10,37.80963783,-122.0144594246,Amanita phalloides
9435729,2018-01-10,38.39457,-122.7167283333,Amanita phalloides
9436115,2017-12-26,38.3743033333,-122.8125833333,Amanita phalloides
9442236,2018-01-09,36.9156916667,-121.84732,Amanita phalloides
9443909,2018-01-11,37.7819544,-122.1527865,Amanita phalloides
9443912,2018-01-11,37.7819544,-122.1527865,Amanita phalloides
9467977,2018-01-13,37.1335194444,-122.2180416667,Amanita phalloides
9470466,2018-01-12,38.0066680908,-122.617225647,Amanita phalloides
9473161,2018-01-14,37.985775,-122.5519716667,Amanita phalloides
9477044,2018-01-14,37.2372308681,-122.0745809376,Amanita phalloides
9490308,2018-01-15,37.990745,-122.2107866667,Amanita phalloides alba
9490317,2018-01-15,37.9908633333,-122.2106033333,Amanita phalloides
9490320,2018-01-15,37.9909533333,-122.2106383333,Amanita phalloides
